vivo Y52s 5G手机 8GB+128GB 莫奈彩 5000mAh大电池 4800万影像系统 90Hz灵动护眼屏 双模5G全网通,1798.00,2万+,vivo京东自营官方旗舰店
荣耀X10 5G双模 麒麟820 4300mAh续航 4000万高感光影像系统 6.63英寸升降全面屏 全网通8GB+128GB 光速银,2399.00,40万+,荣耀京东自营旗舰店
荣耀V40 5G 双超级快充 5000万超感光影像 8GB+256GB钛空银 移动联通电信5G 双卡双待,3999.00,2万+,荣耀京东自营旗舰店
华为 HUAWEI nova 8 麒麟985 5G SoC芯片 6400万魅力四摄 66W华为超级快充8GB+128GB 8号色全网通5G,3299.00,7万+,华为京东自营官方旗舰店
华为 HUAWEI P40 麒麟990 SoC芯片 5000万超感知徕卡三摄 30倍数字变焦 8GB+128GB深海蓝全网通4G,3988.00,3000+,华为京东自营官方旗舰店
vivo iQOO Neo3 5G 8GB+128GB 极昼 高通骁龙865 144Hz竞速屏 立体双扬 44W闪充 双模5G全网通,2698.00,30万+,vivo京东自营官方旗舰店
摩托罗拉 motorola edge s 8GB+128GB 骁龙870 6400万超广角前后六摄 5000mAh电池 5G新锐旗舰 翡色琉光,2399.00,9000+,摩托罗拉手机京东自营官方旗舰店
vivo X60 8GB+256GB 华彩 5G手机 蔡司光学镜头 微云台黑光夜视2.0 三星5nm旗舰芯片 双模5G全网通,3798.00,3万+,vivo京东自营官方旗舰店
三星 Galaxy A71 5G（SM-A7160）双模5G 6400万后置四摄 4500mAh大电池 8GB+128GB 镭丝黑,2899.00,4万+,三星京东自营官方旗舰店
魅族17 8GB+128GB AG 梦幻独角兽 骁龙865 旗舰5G手机 30W快充 6400W后置主摄 90Hz屏幕 支持NFC 游戏,3699.00,6万+,魅族京东自营旗舰店
vivo X60 Pro 12GB+256GB 华彩 5G手机 蔡司光学镜头 超稳微云台四摄 三星5nm旗舰芯片 双模5G全网通,4498.00,1万+,vivo京东自营官方旗舰店
realme 真我Q2 4800万像素 120Hz畅速屏 双5G天玑800U 冲浪蓝孩 6GB+128GB 30W闪充 OPPO提供售后支持,1238.00,10万+,realme真我京东自营旗舰店
荣耀play4T 全网通手机 6.39英寸魅眼屏 4000mAh大电池 华为麒麟710A芯片 极光蓝（6G+128G） 标准版,1348.00,1万+,聚捷联盛手机旗舰店
京品手机三星 Galaxy A51 5G 双模5G Super AMOLED屏 后置四摄 3200万前置 双卡双待 8GB+128GB迷踪黑,2299.00,10万+,三星京东自营官方旗舰店
